url;country;date;Zustand;Fahrzeughalter;HU Prüfung;Scheckheftgepflegt;Nichtraucherfahrzeug;Marke;Modell;Erstzulassung;Außenfarbe;Lackierung;Farbe laut Hersteller;Innenausstattung;Karosserieform;Anzahl Türen;Sitzplätze;Getriebeart;Hubraum;Kraftstoff;"KraftstoffverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";"CO2-EmissionenWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Schadstoffklasse;Feinstaubplakette;Marke, Modell;Leistung;Kilometerstand;Getriebe;Kraftstoffverbr.*;Verkäufer;Ausstattung;Region;Serviceleistungen;Spezielle Umbauten;Modellvarianten;Bilder;Fahrzeugbeschreibung;haendler;privat;ort;price;ausstattung_liste;HU/AU neu;Garantie;Angebotsnummer;Schlüsselnummer;Gänge;Zylinder;Leergewicht;Antriebsart;Länderversion;Letzter Kundendienst;Andere Energieträger;"StromverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Letzter Wechsel des Zahnriemens
/angebote/hyundai-kona-1-6-crdi-dct-4wd-style-led-navi-sicherheits-paket-diesel-gelb-8088f6da-1bcb-474a-ba5c-b38be6052b40?;Deutschland;2020-10-20 16:20:07.405823;Gebraucht;1;08/2020;;;Hyundai;Kona;2020;Gelb;Metallic;Iced Yellow;Teilleder, Schwarz;SUV/Geländewagen/Pickup;5;5;Automatik;1.598 cm³;Diesel (Rußpartikelfilter);4,6 l/100 km (komb)5 l/100 km (innerorts)4,5 l/100 km (außerorts);119 g CO2/km (komb);Euro 6d;;;;;;;;;;;;;;;True;False;09380 Thalheim;25595;['', 'ABS', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Android Auto', 'Apple CarPlay', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Blendfreies Fernlicht', 'Bluetooth', 'Bordcomputer', 'Dachreling', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Head-up display', 'Induktionsladen für Smartphones', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Regensensor', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sommerreifen', 'Soundsystem', 'Spoiler', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Voll-LED Scheinwerfer', 'Wegfahrsperre', 'Winterpaket', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;60 Monate;65384;8252/AIN;7;4;1.611 kg;Allrad;;;;;
/angebote/dacia-duster-tce-100-4x2-lpg-ice-klima-pdc-sonderpreis-autogas-lpg-rot-365cbf48-17c3-4594-a3fb-da3dc5481c34?;Deutschland;2020-10-20 16:20:07.403433;Neu;;;;;Dacia;Duster;;Rot;Metallic;Kalahari Rot Metallic;Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;Schaltgetriebe;;Flüssiggas/Autogas (LPG);8,7 l/100 km (komb)10,3 l/100 km (innerorts)7,7 l/100 km (außerorts);141 g CO2/km (komb);Euro 6;4 (Grün);;;;;;;;;;;;;;True;False;82515 Wolfratshausen;13456;['', 'ABS', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'DAB-Radio', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Katalysator', 'Klimaanlage', 'Komfort', 'MP3', 'Multifunktionslenkrad', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];Ja;;13991_LWL;;5;;;Front;EU-Ausführung;;;;
/angebote/mazda-mx-30-e-skyactiv-premium-paket-komfort-paket-industr-elektro-weiss-dd272876-0ddc-45f8-93ad-6b9a0c606826?;Deutschland;2020-10-20 16:20:07.417417;Vorführfahrzeug;1;;;;Mazda;MX-30;2020;Weiß;Metallic;3-Ton Mondsteinweiß Metallic;Sonstige, Braun;SUV/Geländewagen/Pickup;5;5;Automatik;;Strom;;0 g CO2/km (komb);Euro 6d;4 (Grün);;;;;;;;;;;;;;True;False;78224 Singen;37790;['', '360° Kamera', 'ABS', 'Abstandstempomat', 'Abstandswarner', 'Alufelgen', 'Android Auto', 'Apple CarPlay', 'Armlehne', 'Beheizbares Lenkrad', 'Berganfahrassistent', 'Bi-Xenon Scheinwerfer', 'Blendfreies Fernlicht', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Gepäckraumabtrennung', 'Geschwindigkeits-begrenzungsanlage', 'Head-up display', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Musikstreaming integriert', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Notbremsassistent', 'Pannenkit', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Scheinwerferreinigung', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sommerreifen', 'Soundsystem', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'W-Lan / Wifi Hotspot', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung'];;;SI-1195;7118/AII;1;;1.750 kg;Front;Deutsche Ausführung;;;17,3 kWh/100 km (komb);
/angebote/dacia-duster-tce-100-4x2-lpg-ice-klima-sonderpreis-autogas-lpg-beige-3ed1d125-6c10-4f07-8601-7ac49673294f?;Deutschland;2020-10-20 16:20:07.411909;Neu;;;;;Dacia;Duster;;Beige;Metallic;Dünen Beige Metallic;Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;Schaltgetriebe;;Flüssiggas/Autogas (LPG);8,7 l/100 km (komb)10,3 l/100 km (innerorts)7,7 l/100 km (außerorts);141 g CO2/km (komb);Euro 6;4 (Grün);;;;;;;;;;;;;;True;False;82515 Wolfratshausen;13236;['', 'ABS', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'DAB-Radio', 'Dachreling', 'ESP', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Katalysator', 'Klimaanlage', 'Komfort', 'MP3', 'Multifunktionslenkrad', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];Ja;;14264_LWL;;5;;;Front;EU-Ausführung;;;;
/angebote/volkswagen-golf-iq-drive-1-6-tdi-dsg-kurvenlicht-scheckheft-diesel-grau-ccc0ff7c-fd17-4599-b5be-632f887dc277?;Deutschland;2020-10-20 16:20:07.419535;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;1;10/2022;;;Volkswagen;Golf;2019;Grau;Metallic;Indiumgrau;Stoff, Grau;Limousine;5;5;Automatik;1.598 cm³;Diesel;4 l/100 km (komb)4,4 l/100 km (innerorts)3,8 l/100 km (außerorts);106 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);Volkswagen Golf;85 kW / 116 PS;15.880 km;Automatik;4.0 l/100 km (komb);Händler;50 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;21643 Beckdorf;22190;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Scheinwerfer', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];Ja;;2698;0603/CBO;;4;1.374 kg;Front;;;;;
/angebote/smart-fortwo-cab66kwbrabusstyle-automcoolmedialedjbl-klima-bc-benzin-schwarz-98e34fc0-01c7-44aa-9828-b35d492ee0bb?;Deutschland;2020-10-20 16:20:07.407607;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;1;04/2022;;;smart;forTwo;2019;Schwarz;;bodypanels in black;Vollleder, Schwarz;Cabrio;3;2;Automatik;898 cm³;Benzin;5,3 l/100 km (komb)6,2 l/100 km (innerorts)4,9 l/100 km (außerorts);122 g CO2/km (komb);Euro 6;4 (Grün);smart forTwo;66 kW / 90 PS;14.582 km;Automatik;5.3 l/100 km (komb);Händler;42 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;67269 Grünstadt;17880;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;24 Monate;0916017;1313/EXZ;6;3;995 kg;Heck;;;;;
/angebote/renault-megane-iii-grandtour-paris-tempomat-navi-sitzhei-diesel-grau-603485f0-f960-4b4b-bf2b-17fcf6acdecf?;Deutschland;2020-10-20 16:20:07.423618;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;2;10/2022;;;Renault;Megane;2014;Grau;Metallic;"GRAU ""PLATIN""";Stoff, Schwarz;Kombi;4;5;Schaltgetriebe;1.461 cm³;Diesel;4,1 l/100 km (komb)4,9 l/100 km (innerorts)3,5 l/100 km (außerorts);109 g CO2/km (komb);Euro 5;4 (Grün);Renault Megane;70 kW / 95 PS;99.840 km;Schaltgetriebe;4.1 l/100 km (komb);Händler;38 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;61206 Nieder-Wöllstadt;7300;['', 'ABS', 'Alarmanlage', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;;;
/angebote/seat-leon-style-copa-navi-sitzheizung-tempomat-benzin-schwarz-3a2fbd35-bcbe-49e1-951b-7c4e08985276?;Deutschland;2020-10-20 16:20:07.416429;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;1;08/2022;;;SEAT;Leon;2011;Schwarz;Metallic;"""Universo"" schwarz";Stoff, Schwarz;Kleinwagen;4;5;Schaltgetriebe;1.390 cm³;Benzin;6,5 l/100 km (komb)8,4 l/100 km (innerorts)5,4 l/100 km (außerorts);155 g CO2/km (komb);Euro 5;4 (Grün);SEAT Leon;92 kW / 125 PS;149.978 km;Schaltgetriebe;6.5 l/100 km (komb);Händler;37 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;61206 Nieder-Wöllstadt;6200;['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'Lederlenkrad', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sprachsteuerung', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;;;
/angebote/skoda-rapid-spaceback-rapid-spaceback-drive-navi-sitzheizung-anhaengerk-diesel-schwarz-48f80126-dd0e-490e-8833-daed22da489a?;Deutschland;2020-10-20 16:20:07.421613;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;2;10/2022;;;Skoda;Rapid/Spaceback;2014;Schwarz;Metallic;Schwarz-Magic Perleffekt;Stoff, Schwarz;Kombi;4;5;Schaltgetriebe;1.598 cm³;Diesel;4,4 l/100 km (komb)5,6 l/100 km (innerorts)3,7 l/100 km (außerorts);114 g CO2/km (komb);Euro 5;4 (Grün);Skoda Rapid/Spaceback;66 kW / 90 PS;121.858 km;Schaltgetriebe;4.4 l/100 km (komb);Händler;36 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;61206 Nieder-Wöllstadt;7500;['', 'ABS', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Lichtsensor', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sprachsteuerung', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Zentralverriegelung'];;;;;;;;;;;;;
/angebote/ford-s-max-titanium-s-diesel-schwarz-d5f411ec-5467-4ec9-97e9-4a3be2c42078?;Deutschland;2020-10-20 16:20:07.425986;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;;10/2022;;;Ford;S-Max;2009;Schwarz;Metallic;Panther-Schwarz Metallic;Alcantara, Schwarz;Van/Kleinbus;4;5;Schaltgetriebe;2.179 cm³;Diesel;6,6 l/100 km (komb)7,2 l/100 km (innerorts)5,2 l/100 km (außerorts);175 g CO2/km (komb);Euro 4;4 (Grün);Ford S-Max;129 kW / 175 PS;187.440 km;Schaltgetriebe;6.6 l/100 km (komb);Händler;37 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;61206 Nieder-Wöllstadt;6800;['', 'ABS', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Regensensor', 'Reifendruckkontrollsystem', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportfahrwerk', 'Sportsitze', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung'];;;;;;;;;;;;;
/angebote/opel-zafira-tourer-c-2-0-cdti-innov-euro6-automatik-zahnriemen-neu-diesel-weiss-223814e7-e1ff-42a7-951f-9e97605fb2de?;Deutschland;2020-10-20 16:20:07.413214;Gebraucht;;09/2022;;;Opel;Zafira Tourer;2017;Weiß;;SchneeWeiss/SummitWhite/Arctic;Stoff, Schwarz;Van/Kleinbus;5;5;Automatik;1.956 cm³;Diesel;5,8 l/100 km (komb)7 l/100 km (innerorts)4,5 l/100 km (außerorts);153 g CO2/km (komb);Euro 6;;;;;;;;;;;;;;;True;False;65479 Raunheim;14950;['', 'ABS', 'Abstandstempomat', 'Abstandswarner', 'Allwetterreifen', 'Alufelgen', 'Android Auto', 'Apple CarPlay', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Blendfreies Fernlicht', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'Dachreling', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Gepäckraumabtrennung', 'Geschwindigkeits-begrenzungsanlage', 'Innenspiegel automatisch abblendend', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Laserlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Musikstreaming integriert', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Pannenkit', 'Radio', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Spurhalteassistent', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Voll-LED Scheinwerfer', 'Volldigitales Kombiinstrument', 'W-Lan / Wifi Hotspot', 'Winterpaket', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;;Automatik-Getriebe +Euro6+ Finanzierung möglich;1844/AGK;6;4;1.803 kg;Front;;10/2020;;;10/2020
/angebote/volkswagen-golf-gti-2-0-30-dsg-benzin-rot-c4121bb2-cc0f-bb3a-e053-0100007fda63?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/volkswagen-tiguan-2-0-tdi-bmt-4motion-track-diesel-schwarz-c3a61bb2-2201-3774-e053-0100007f7b0d?;Oesterreich;2020-10-20 16:20:10.183962;Gebraucht;2;;;;Volkswagen;Tiguan;2015;Schwarz;;;;SUV/Geländewagen/Pickup;5;5;Automatik;1.968 cm³;Diesel (Rußpartikelfilter);5,3 l/100 km (komb);154 g CO2/km (komb);Euro 5;;;;;;;;;;;;;;;False;True;1100 Wien;13100;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'CD', 'Dachreling', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'MP3', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Sicherheit', 'Sportsitze', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;;;;7;4;1.678 kg;;;;;;
